target,text
SALARY,INB-BULK-UPLD/651698490559/SALARY/APR/2023/Apr
MERCHENT,UPI/P2M/988358476311/Alyssa George/Axis Bank
SALARY,INB-BULK-UPLD/248710093905/SALARY/SEP/2021/Sep
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/531130300950/SALARY/JUL/2022/Jul
BANK_TRANSFER,UPI/P2A/535502716726/Kayla Perez/State Bank/UPI
BANK_TRANSFER,UPI/P2A/422993169536/Rebecca Santos/Yes Bank/UPI
MERCHENT,UPI/P2M/883874549186/Kimberly Barron/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/585161883660/Sarah Duncan/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/332340907037/Devin Jones/Axis Bank/UPI
MERCHENT,UPI/P2M/547626753533/Kayla Rivera/ICICI Bank
BANK_TRANSFER,UPI/P2A/406042186360/Matthew Olson/Yes Bank/UPI
SALARY,INB-BULK-UPLD/455970720080/SALARY/OCT/2023/Oct
BANK_TRANSFER,UPI/P2A/256881687340/Philip Summers/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/680477127836/Jennifer Lyons/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/921614748112/Gregory Valentine/Fedral Bank
MERCHENT,UPI/P2M/204296473138/Chad Martin/State Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/205853136934/SALARY/DEC/2023/Dec
SALARY,INB-BULK-UPLD/875809656409/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/958175231895/Mark Alexander/Axis Bank
MERCHENT,UPI/P2M/176791841741/Brandon Walker/ICICI Bank
MERCHENT,UPI/P2M/387428640958/Michael Haley/ICICI Bank
MERCHENT,UPI/P2M/753251051880/Aaron Sanchez/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/476286999758/Isabella Nelson/Yes Bank/UPI
SALARY,INB-BULK-UPLD/765061585467/SALARY/MAY/2022/May
BANK_TRANSFER,UPI/P2A/495382088218/Janice Rodriguez/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/719912312255/Anthony Hall/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/633244828454/SALARY/MAY/2021/May
BANK_TRANSFER,UPI/P2A/735840898566/Michael Brown/State Bank/UPI
BANK_TRANSFER,UPI/P2A/204937455036/Robert Sweeney/Axis Bank/UPI
SALARY,INB-BULK-UPLD/389357549367/SALARY/JAN/2020/Jan
SALARY,INB-BULK-UPLD/916797406286/SALARY/MAR/2020/Mar
SALARY,INB-BULK-UPLD/206466935074/SALARY/NOV/2022/Nov
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/218881301860/Lisa Morgan/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/699144412881/Ellen Stewart/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/543755709391/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/510008345254/Michael Lucas/Fedral Bank
MERCHENT,UPI/P2M/674937535034/Robert Smith/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/441932148145/SALARY/MAR/2023/Mar
MERCHENT,UPI/P2M/869713295670/Veronica Grant/Yes Bank
BANK_TRANSFER,UPI/P2A/262591470126/Sarah Jordan/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/923179014374/SALARY/AUG/2020/Aug
BANK_TRANSFER,UPI/P2A/260466198751/Kaitlyn Ali/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/187529879290/Jamie Spears/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/718484311572/Michael Torres/Axis Bank/UPI
MERCHENT,UPI/P2M/390862169317/Angela Davis/State Bank
SALARY,INB-BULK-UPLD/378029832144/SALARY/FEB/2022/Feb
BANK_TRANSFER,UPI/P2A/663363691048/Krystal Cox/HDFC Bank/UPI
MERCHENT,UPI/P2M/663625625877/Jordan James/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/616961715303/SALARY/MAR/2020/Mar
SALARY,INB-BULK-UPLD/581970778723/SALARY/JUN/2020/Jun
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/792485150242/Tracey Martin/ICICI Bank/UPI
MERCHENT,UPI/P2M/541074375150/Heidi Williams/State Bank
BANK_TRANSFER,UPI/P2A/676826986114/Jeffrey Mccarty/Yes Bank/UPI
MERCHENT,UPI/P2M/908023181151/Nicole Gonzalez/HDFC Bank
MERCHENT,UPI/P2M/991535312837/Thomas Phillips/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/543515348946/Philip Rosario/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/277975397749/Anthony Lewis/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/323186220649/SALARY/SEP/2021/Sep
SALARY,INB-BULK-UPLD/892562042693/SALARY/MAR/2021/Mar
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/705998027880/Adrienne Stokes/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/185263641387/Elizabeth Williams/Fedral Bank/UPI
MERCHENT,UPI/P2M/387752452532/Sean Hernandez/Axis Bank
BANK_TRANSFER,UPI/P2A/439210374059/Michael Lowe/Yes Bank/UPI
SALARY,INB-BULK-UPLD/373316930396/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/631709207400/Jordan Lane/Yes Bank/UPI
SALARY,INB-BULK-UPLD/865410560346/SALARY/AUG/2021/Aug
MERCHENT,UPI/P2M/646293416992/April Green/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/290930719903/William Armstrong/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/276602955546/SALARY/SEP/2021/Sep
BANK_TRANSFER,UPI/P2A/155560495284/Richard Stephens/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/378095238818/Alyssa Murray/State Bank
BANK_TRANSFER,UPI/P2A/495800891125/Ryan Cannon/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/562883685745/SALARY/JUL/2022/Jul
SALARY,INB-BULK-UPLD/285851735897/SALARY/FEB/2023/Feb
BANK_TRANSFER,UPI/P2A/895334178299/Kristina Hampton/Yes Bank/UPI
MERCHENT,UPI/P2M/455799019108/Mr. James Rodriguez/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/503201943165/Henry Martin/Axis Bank
SALARY,INB-BULK-UPLD/655297433569/SALARY/JUN/2022/Jun
MERCHENT,UPI/P2M/139661273849/Sydney Wright/State Bank
SALARY,INB-BULK-UPLD/369615029290/SALARY/SEP/2023/Sep
BANK_TRANSFER,UPI/P2A/616827268398/Christina Hall/Axis Bank/UPI
SALARY,INB-BULK-UPLD/498026542376/SALARY/MAR/2023/Mar
MERCHENT,UPI/P2M/844396527516/Stanley Craig/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/996977226629/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/725705401726/Philip Edwards/Axis Bank
SALARY,INB-BULK-UPLD/912932748458/SALARY/FEB/2023/Feb
SALARY,INB-BULK-UPLD/486414173923/SALARY/FEB/2021/Feb
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/907088815246/SALARY/APR/2022/Apr
SALARY,INB-BULK-UPLD/812909288697/SALARY/FEB/2021/Feb
MERCHENT,UPI/P2M/332314438365/Cheryl Acevedo/Yes Bank
MERCHENT,UPI/P2M/661110619178/Paul White/Axis Bank
SALARY,INB-BULK-UPLD/968487678611/SALARY/OCT/2021/Oct
SALARY,INB-BULK-UPLD/256115550886/SALARY/OCT/2022/Oct
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/983914296952/SALARY/FEB/2022/Feb
BANK_TRANSFER,UPI/P2A/280591480747/Aaron Griffin/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/528591921071/Anthony Smith/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/785654715188/Jose Beasley/State Bank
BANK_TRANSFER,UPI/P2A/761454998887/Dawn Kaufman/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/683490382981/Sarah Phillips/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/917924360687/Allison Cox/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/939476855032/Karina Rowe/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/994716008661/SALARY/OCT/2021/Oct
SALARY,INB-BULK-UPLD/881611326593/SALARY/JUN/2022/Jun
MERCHENT,UPI/P2M/774955702102/Wendy Bauer/Axis Bank
BANK_TRANSFER,UPI/P2A/859946987408/Abigail Oneill/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/191085940923/Brent Alvarez/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/428866236792/James Savage/HDFC Bank/UPI
MERCHENT,UPI/P2M/418669442676/Danielle Lee/Fedral Bank
BANK_TRANSFER,UPI/P2A/674322113083/Shari Watson/State Bank/UPI
SALARY,INB-BULK-UPLD/425424249743/SALARY/FEB/2022/Feb
MERCHENT,UPI/P2M/153470640028/Tammy Rivera/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/640101490644/Adam Sutton/HDFC Bank
SALARY,INB-BULK-UPLD/349961699362/SALARY/DEC/2022/Dec
BANK_TRANSFER,UPI/P2A/688413089300/Melissa Obrien/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/762834729671/SALARY/APR/2023/Apr
MERCHENT,UPI/P2M/416544235746/Anna Wood/HDFC Bank
BANK_TRANSFER,UPI/P2A/571438381857/Natalie Thomas/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/730384419749/SALARY/NOV/2021/Nov
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/496413442324/Erica Daniels/Axis Bank
MERCHENT,UPI/P2M/758484559765/Crystal Moore/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/322199278538/SALARY/DEC/2020/Dec
BANK_TRANSFER,UPI/P2A/485888329264/Andrew Donaldson/ICICI Bank/UPI
MERCHENT,UPI/P2M/157068695456/Daniel Nelson/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/442189991267/SALARY/MAY/2022/May
BANK_TRANSFER,UPI/P2A/765157308536/Christian Owens/HDFC Bank/UPI
MERCHENT,UPI/P2M/609824547231/Christine Bernard/State Bank
SALARY,INB-BULK-UPLD/408278894827/SALARY/APR/2023/Apr
MERCHENT,UPI/P2M/510700546190/Bryan White/Axis Bank
SALARY,INB-BULK-UPLD/774080173736/SALARY/AUG/2021/Aug
SALARY,INB-BULK-UPLD/951720109264/SALARY/DEC/2021/Dec
BANK_TRANSFER,UPI/P2A/717285758675/Heidi Pratt/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/279868039790/Michele Simmons/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/312245857934/Stephanie Pena/HDFC Bank
BANK_TRANSFER,UPI/P2A/194273917266/Heather Ortiz/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/290539300586/SALARY/MAY/2022/May
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/358848517687/SALARY/OCT/2021/Oct
MERCHENT,UPI/P2M/479197772731/Jeffery Dunn/Fedral Bank
BANK_TRANSFER,UPI/P2A/598630264417/Andrew Orozco/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/345979076675/Mary Young/State Bank/UPI
SALARY,INB-BULK-UPLD/577793139887/SALARY/FEB/2023/Feb
SALARY,INB-BULK-UPLD/612573361981/SALARY/OCT/2022/Oct
BANK_TRANSFER,UPI/P2A/490477393883/Darryl Rojas/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/515567327287/SALARY/JUN/2021/Jun
MERCHENT,UPI/P2M/139658606494/John Watson/ICICI Bank
SALARY,INB-BULK-UPLD/957427064432/SALARY/JUL/2023/Jul
MERCHENT,UPI/P2M/896555487903/Angel Cooper/State Bank
BANK_TRANSFER,UPI/P2A/814105934336/Francisco Adams/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/265635922300/Katrina Strong/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/664197277455/Brandy Rodriguez/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/438857244694/SALARY/SEP/2021/Sep
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/130837138850/Lori Medina/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/494076366355/SALARY/FEB/2020/Feb
MERCHENT,UPI/P2M/115233636233/David Lopez/State Bank
BANK_TRANSFER,UPI/P2A/779944019027/Heather Owens/State Bank/UPI
BANK_TRANSFER,UPI/P2A/830700706810/Audrey Chapman/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/575442405316/Melissa Williams/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/194777235040/SALARY/OCT/2020/Oct
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/968818042842/Miss Amy Reeves/Axis Bank/UPI
MERCHENT,UPI/P2M/925824632167/Sheila Haney/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/313388923531/Ashley Benton/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/449161261521/Eric Odom/Fedral Bank
MERCHENT,UPI/P2M/766106131983/Lindsey Smith/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/969570949555/Rachel Richmond/State Bank
MERCHENT,UPI/P2M/247493339025/Cassandra Mata/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/489124618588/SALARY/OCT/2023/Oct
SALARY,INB-BULK-UPLD/362612531903/SALARY/DEC/2022/Dec
MERCHENT,UPI/P2M/464453112937/Patricia Guerrero/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/582328659090/SALARY/DEC/2021/Dec
BANK_TRANSFER,UPI/P2A/201561509022/Zachary Davis/HDFC Bank/UPI
MERCHENT,UPI/P2M/527928779755/Roy Graham/Yes Bank
BANK_TRANSFER,UPI/P2A/339150141210/Breanna Morris/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/767432206169/SALARY/MAY/2020/May
SALARY,INB-BULK-UPLD/809880117876/SALARY/MAR/2021/Mar
SALARY,INB-BULK-UPLD/696222702783/SALARY/MAR/2021/Mar
MERCHENT,UPI/P2M/504725722262/Frank Manning/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/306369171477/Isabella Liu/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/813566719533/Meghan Welch/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/117054837262/Richard Kemp/HDFC Bank
MERCHENT,UPI/P2M/223293383576/Rachel Harris/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/703775076793/Mrs. Melissa Best DDS/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/192269868645/Nicole Ellis/Fedral Bank/UPI
MERCHENT,UPI/P2M/671521798949/Gina Williams/Yes Bank
SALARY,INB-BULK-UPLD/495107663444/SALARY/MAR/2021/Mar
SALARY,INB-BULK-UPLD/682642866382/SALARY/AUG/2023/Aug
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/406436995303/SALARY/SEP/2020/Sep
SALARY,INB-BULK-UPLD/552077046427/SALARY/SEP/2023/Sep
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/825656312338/April Martin/State Bank/UPI
MERCHENT,UPI/P2M/246252496299/Adam Riddle MD/Fedral Bank
MERCHENT,UPI/P2M/969411461999/Hannah Lynn/ICICI Bank
MERCHENT,UPI/P2M/913873810105/Christopher Mason/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/457299069196/SALARY/JUL/2023/Jul
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/295692457237/SALARY/APR/2020/Apr
BANK_TRANSFER,UPI/P2A/183737666978/Brooke Drake/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/433354570253/Dorothy Young/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/829710581393/Maria Olson/Yes Bank/UPI
SALARY,INB-BULK-UPLD/407473019853/SALARY/APR/2022/Apr
BANK_TRANSFER,UPI/P2A/736582499254/Aaron Nguyen/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/387436192321/Natasha Williams/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/950947202379/SALARY/MAY/2021/May
BANK_TRANSFER,UPI/P2A/848143932627/Kevin Lane/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/306642721378/Amanda Anderson/HDFC Bank/UPI
MERCHENT,UPI/P2M/652740551387/Samantha Turner/Yes Bank
BANK_TRANSFER,UPI/P2A/165020751006/Jacqueline Greer MD/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/411668821446/SALARY/MAY/2021/May
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/216034640224/Veronica Harris/Axis Bank/UPI
MERCHENT,UPI/P2M/463734912438/Alex Smith/Fedral Bank
SALARY,INB-BULK-UPLD/445179329364/SALARY/SEP/2020/Sep
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/275553436073/SALARY/APR/2023/Apr
MERCHENT,UPI/P2M/381471995990/Stephanie Bradley/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/851081737430/SALARY/FEB/2020/Feb
MERCHENT,UPI/P2M/446692243796/Mary Cook/HDFC Bank
BANK_TRANSFER,UPI/P2A/568940300489/Kathleen Shepherd/ICICI Bank/UPI
MERCHENT,UPI/P2M/894995856975/Christopher Garcia/Axis Bank
MERCHENT,UPI/P2M/148110381635/Zoe Shaw/ICICI Bank
BANK_TRANSFER,UPI/P2A/735614312891/Donna Hernandez/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/630744988365/Kevin Ellison/HDFC Bank
SALARY,INB-BULK-UPLD/223368963080/SALARY/DEC/2023/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/587538284755/SALARY/MAY/2020/May
SALARY,INB-BULK-UPLD/544888101931/SALARY/JUL/2021/Jul
SALARY,INB-BULK-UPLD/540418386994/SALARY/DEC/2020/Dec
BANK_TRANSFER,UPI/P2A/308911672871/Andrew Young/Axis Bank/UPI
SALARY,INB-BULK-UPLD/780906314849/SALARY/OCT/2023/Oct
SALARY,INB-BULK-UPLD/584014809932/SALARY/NOV/2020/Nov
BANK_TRANSFER,UPI/P2A/165677061593/Stephanie Hernandez/HDFC Bank/UPI
MERCHENT,UPI/P2M/760853800311/Miranda Nguyen/Axis Bank
BANK_TRANSFER,UPI/P2A/235033583572/Harry Gutierrez/Axis Bank/UPI
MERCHENT,UPI/P2M/321883488088/Stephanie Leon/State Bank
BANK_TRANSFER,UPI/P2A/466099715975/Jenny Thompson/Fedral Bank/UPI
MERCHENT,UPI/P2M/360300221008/Kirk Miller/State Bank
BANK_TRANSFER,UPI/P2A/744975371876/Michelle Petersen/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/385414582729/Barry Juarez/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/171556886614/Darren Walters/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/996694427710/Jessica Nelson/State Bank/UPI
SALARY,INB-BULK-UPLD/866307770792/SALARY/APR/2021/Apr
MERCHENT,UPI/P2M/437817738852/Paul Ford/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/237103585064/SALARY/JUL/2022/Jul
SALARY,INB-BULK-UPLD/531922751207/SALARY/FEB/2021/Feb
BANK_TRANSFER,UPI/P2A/748627202102/Stacy King/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/320534489903/Daniel Brown/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/949835886357/Jamie Nelson DVM/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/377554501133/Kevin Harrison/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/773047158063/David Mason/Axis Bank/UPI
SALARY,INB-BULK-UPLD/860715018307/SALARY/SEP/2022/Sep
BANK_TRANSFER,UPI/P2A/608387571593/Austin Thomas/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/354610043781/SALARY/OCT/2021/Oct
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/566636398124/Mark Young/State Bank
MERCHENT,UPI/P2M/291980575732/Dawn Moses/HDFC Bank
BANK_TRANSFER,UPI/P2A/122758813240/Joyce Thompson/Fedral Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/266793308994/SALARY/MAR/2022/Mar
MERCHENT,UPI/P2M/504068500589/Mallory Miller/Fedral Bank
SALARY,INB-BULK-UPLD/155786425279/SALARY/APR/2021/Apr
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/165426673921/Nicole Levine/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/474021664954/Brad Boyle/Yes Bank/UPI
SALARY,INB-BULK-UPLD/835444804705/SALARY/MAY/2021/May
MERCHENT,UPI/P2M/240883394914/Erica Christian/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/342226661962/Cory Rodriguez/Fedral Bank
SALARY,INB-BULK-UPLD/666492406961/SALARY/OCT/2020/Oct
SALARY,INB-BULK-UPLD/415610079663/SALARY/NOV/2022/Nov
BANK_TRANSFER,UPI/P2A/770796489937/Danny Boyd/State Bank/UPI
MERCHENT,UPI/P2M/348634357314/Tiffany Allen/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/265804547106/Chris Hardin/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/498753464903/David Chavez/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/872005876771/Heather Harrison/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/992114727235/Jeanne Boyd/Fedral Bank/UPI
MERCHENT,UPI/P2M/761817813432/Scott Ali/Yes Bank
SALARY,INB-BULK-UPLD/599364299198/SALARY/AUG/2023/Aug
MERCHENT,UPI/P2M/865969780389/Andrea Phelps/ICICI Bank
MERCHENT,UPI/P2M/154719720561/Shannon Green/Axis Bank
SALARY,INB-BULK-UPLD/635302982652/SALARY/JUL/2023/Jul
SALARY,INB-BULK-UPLD/244991895727/SALARY/AUG/2021/Aug
BANK_TRANSFER,UPI/P2A/400127274243/Christina Stewart/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/778291111248/Cheryl Harris/Axis Bank/UPI
SALARY,INB-BULK-UPLD/771362824065/SALARY/JUL/2021/Jul
SALARY,INB-BULK-UPLD/933539189426/SALARY/AUG/2023/Aug
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/346560890424/Frank Vega/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/526439558777/Brooke Phillips/State Bank/UPI
BANK_TRANSFER,UPI/P2A/868854852128/Barbara Villarreal/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/357148902791/SALARY/NOV/2020/Nov
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/797590045607/Scott Garcia/Fedral Bank
MERCHENT,UPI/P2M/732597748145/Thomas Scott/Yes Bank
BANK_TRANSFER,UPI/P2A/156684060982/Eric Bartlett/Yes Bank/UPI
SALARY,INB-BULK-UPLD/777674290449/SALARY/FEB/2021/Feb
MERCHENT,UPI/P2M/525381231138/Tyler Green/HDFC Bank
SALARY,INB-BULK-UPLD/446511506333/SALARY/JUL/2020/Jul
SALARY,INB-BULK-UPLD/312942944450/SALARY/JAN/2023/Jan
SALARY,INB-BULK-UPLD/841504514640/SALARY/JUL/2023/Jul
BANK_TRANSFER,UPI/P2A/912341585010/Anna Hodge/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/360438431993/SALARY/APR/2021/Apr
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/591073876572/Michael Cook/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/298377405226/SALARY/SEP/2021/Sep
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/381003917397/SALARY/DEC/2023/Dec
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/192499770155/Monica Allison/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/969843264842/SALARY/JUN/2020/Jun
